s_adj,nace_r2,sizeclas,indic_em,geo\time	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 
SA,H,GE10,JOBRATE,CY	0.5 	0.7 	0.7 	0.9 	0.3 	0.6 	0.8 	0.7 	0.3 	0.8 	0.6 	0.2 	0.3 	0.2 	0.9 	0.8 	0.1 	0.0 	0.5 	0.0 	0.1 	0.0 	2.0 	0.2 	0.2 	0.3 	0.3 	0.5 	0.3 	1.3 	0.3 	0.7 	0.3 	0.6 	0.6 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,DE	3.4 	3.4 	3.3 	3.6 	3.0 	2.2 	2.1 	2.5 	3.1 	2.0 	2.5 	2.1 	2.5 	2.1 	1.6 	1.7 	1.8 	2.2 	1.9 	1.6 	2.0 	1.8 	1.7 	2.1 	2.1 	1.9 	2.0 	3.1 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,DK	1.2 p	1.1 p	1.2 p	1.5 p	1.0 p	1.4 p	1.4 p	1.7 p	1.4 p	1.4 p	1.3 p	1.4 p	1.0 p	1.0 p	1.2 p	1.2 p	0.8 p	0.7 p	0.8 p	1.0 p	0.5 p	0.5 p	0.7 p	0.8 p	0.7 p	0.8 p	0.9 p	0.9 p	0.6 p	1.1 p	0.9 p	0.7 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,EL	0.0 	0.2 	0.1 	0.1 	0.1 	0.1 	0.3 	0.3 	0.6 	1.2 	0.2 	0.4 	1.9 	2.6 	2.0 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,HU	1.7 p	1.7 p	1.6 p	1.5 p	1.5 p	1.4 p	1.3 p	1.3 p	0.9 p	0.9 p	0.9 p	1.0 p	1.0 p	1.0 p	1.0 p	0.9 p	0.8 p	0.7 p	0.7 p	0.6 p	0.6 p	0.5 p	0.5 p	0.5 p	0.5 p	0.6 p	0.5 p	0.5 p	0.5 p	0.5 p	0.5 p	0.5 p	0.4 p	0.3 p	0.3 p	0.4 p	0.5 p	0.7 p	0.8 p	1.0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,IE	0.5 p	0.5 	0.7 	0.5 	0.5 	0.5 	0.4 	0.4 	0.4 	0.4 	0.2 	0.7 	1.1 	0.6 	0.6 	0.6 	0.4 	0.4 	0.2 	0.2 	0.4 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.2 	0.6 	0.4 	0.2 	0.3 	0.3 	0.3 	0.3 	0.5 	0.3 	0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,IT	0.6 	0.6 	0.6 	0.5 	0.5 	0.3 	0.3 	0.5 	0.5 	0.4 	0.4 	0.3 	0.3 	0.3 	0.3 	0.2 	0.2 	0.3 	0.2 	0.3 	0.2 	0.4 	0.3 	0.5 	0.4 	0.4 	0.6 	0.5 	0.6 	0.5 	0.5 	0.5 	0.5 	0.7 	0.7 	0.4 	0.4 	0.6 	1.2 	0.9 	1.1 	0.8 	0.8 	0.8 	0.9 	0.8 	0.8 	0.7 	1.1 	0.8 	0.6 	0.6 	0.7 	0.7 	0.8 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,LU	0.6 	0.7 	0.6 	0.6 	0.7 	0.5 	0.7 	0.6 	0.5 	0.6 	0.4 	0.5 	0.4 	0.3 	0.4 	0.4 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.3 	0.3 	0.2 	0.2 	0.2 	0.1 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,LV	1.7 p	2.2 p	1.8 p	1.9 p	1.7 p	2.1 p	1.8 p	1.2 p	1.5 p	1.8 p	1.8 p	1.4 p	1.3 p	1.2 p	1.2 p	1.8 p	1.6 p	1.2 p	1.0 p	1.7 p	1.2 p	1.3 p	0.6 p	1.5 p	0.6 p	0.6 p	0.8 p	1.4 p	0.6 p	0.5 p	0.5 p	0.4 p	0.9 p	1.0 p	1.0 p	2.5 p	2.7 p	3.3 p	4.2 p	4.8 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,RO	1.5 p	1.3 p	1.3 p	1.2 p	1.2 p	1.0 p	1.1 p	1.1 p	1.1 p	1.1 p	1.1 p	1.2 p	1.0 p	0.8 p	0.6 p	0.5 p	0.5 p	0.5 p	0.5 p	0.6 p	0.5 p	0.5 p	0.4 p	0.5 p	0.6 p	0.7 p	0.7 p	0.6 p	0.5 p	0.5 p	0.6 p	0.4 p	0.4 p	0.5 p	0.4 p	0.5 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,SI	2.1 u	2.5 u	1.9 	1.9 	2.4 u	1.8 	1.5 	1.8 u	1.6 u	1.2 	1.1 	0.9 b	1.4 e	1.3 e	1.2 e	1.0 e	0.9 e	0.7 e	0.6 e	0.5 	0.4 	0.5 	0.6 	0.6 	0.9 	0.8 	0.6 	0.5 	0.5 	0.4 	0.5 	0.4 	0.4 	0.6 	0.4 	0.6 	0.7 	1.0 	1.0 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBRATE,SK	1.9 	1.9 	1.7 	1.6 	1.8 	1.6 	1.5 	1.2 	1.2 	1.0 	0.9 	1.0 	0.9 	0.8 	0.9 	0.9 	0.7 	0.7 	0.7 	0.7 	0.9 	1.0 	1.0 	1.3 	0.7 	1.3 	1.1 	1.0 	0.9 	0.7 	0.7 	0.7 	0.6 	0.8 	0.8 	1.5 	1.5 	1.6 	1.5 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,BE	5923 	6402 	5352 	5004 	4882 	4540 	4187 	3432 	3400 	2747 	2398 	2302 	2098 	2536 	3006 	3112 	2361 	3104 	3545 	5133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,CY	56 	74 	71 	99 	28 	67 	80 	78 	34 	92 	69 	23 	33 	30 	126 	84 	11 	4 	49 	2 	8 	0 	210 	21 	16 	38 	29 	52 	40 	153 	38 	71 	43 	76 	73 	76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,DE	67800 	64595 	66074 	72427 	58358 	41329 	42531 	46121 	58062 	38511 	45247 	36854 	46327 	34859 	26181 	28206 	30282 	39117 	30904 	26309 	32615 	28835 	29093 	32537 	36208 	31663 	30415 	46998 	22562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,DK	1521 p	1316 p	1441 p	1763 p	1257 p	1684 p	1701 p	1962 p	1640 p	1660 p	1569 p	1552 p	1008 p	1088 p	1218 p	1230 p	807 p	724 p	860 p	998 p	493 p	512 p	783 p	889 p	723 p	810 p	1115 p	1179 p	747 p	1382 p	1056 p	729 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,EL	30 	126 	54 	43 	50 	63 	242 	194 	210 	427 	124 	196 	847 	1114 	682 	525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,HU	3446 p	3293 p	3171 p	3002 p	2889 p	2725 p	2578 p	2437 p	1713 p	1726 p	1685 p	1827 p	1836 p	1887 p	1805 p	1600 p	1420 p	1149 p	1125 p	1047 p	965 p	919 p	897 p	864 p	897 p	946 p	904 p	903 p	874 p	898 p	819 p	824 p	675 p	548 p	607 p	677 p	957 p	1245 p	1515 p	1799 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,IE	: c	300 	400 	300 	300 	300 	200 	200 	200 	200 	100 	400 	600 	300 	300 	300 	200 	200 	100 	100 	200 	100 	100 	100 	100 	100 	100 	100 	200 	100 	300 	200 	100 	200 	200 	200 	200 	300 	200 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,IT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,LU	158 	201 	170 	171 	174 	140 	168 	153 	133 	161 	110 	120 	100 	84 	92 	91 	75 	55 	49 	49 	49 	56 	58 	57 	61 	67 	65 	67 	64 	52 	42 	39 	34 	34 	41 	44 	52 	58 	60 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,LV	1122 p	1461 p	1162 p	1210 p	1089 p	1334 p	1145 p	773 p	950 p	1178 p	1198 p	934 p	852 p	779 p	782 p	1170 p	1009 p	740 p	672 p	1104 p	777 p	812 p	363 p	906 p	340 p	358 p	475 p	805 p	367 p	313 p	277 p	226 p	500 p	587 p	586 p	1540 p	1812 p	2319 p	2968 p	3410 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,RO	3691 p	3192 p	3316 p	3001 p	3011 p	2467 p	2618 p	2493 p	2503 p	2462 p	2488 p	2684 p	2190 p	1806 p	1319 p	1200 p	1131 p	1123 p	1177 p	1356 p	1132 p	1061 p	983 p	1038 p	1400 p	1496 p	1557 p	1297 p	1093 p	1217 p	1303 p	976 p	1014 p	1100 p	1061 p	1232 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,SI	729 u	886 u	645 	646 	787 u	574 	482 	609 u	528 u	398 	367 	289 b	445 e	416 e	389 e	324 e	271 e	226 e	188 e	157 	111 	154 	195 	201 	291 	248 	189 	162 	164 	142 	149 	130 	138 	183 	136 	190 	245 	338 	344 	341 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,SK	2061 	2009 	1831 	1641 	1903 	1700 	1603 	1291 	1292 	1152 	1022 	1055 	878 	765 	968 	943 	718 	700 	699 	762 	815 	877 	922 	1218 	713 	1268 	1105 	1069 	854 	697 	684 	660 	610 	777 	818 	1551 	1506 	1635 	1330 	1194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,GE10,JOBVAC,UK	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
SA,H,TOTAL,CH_Q_Q,AT	-0.3 	1.5 	-0.1 	-0.3 	0.4 	0.0 	-0.1 	0.7 	-0.3 	0.3 	-0.9 	0.8 	-0.2 	0.2 	-0.3 	-1.0 	1.5 	-0.1 	-1.1 	1.0 	-0.8 	-0.1 	0.9 	-0.4 	-0.2 	0.0 	-2.2 	2.3 	0.6 	0.2 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,BE	0.2 	0.6 	0.4 	0.0 	0.1 	0.3 	0.3 	0.0 	0.3 	-0.2 	0.4 	-0.1 	-0.1 	-0.2 	0.1 	0.3 	-0.4 	-0.3 	-0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,CY	0.1 	-0.2 	0.0 	0.5 	-0.3 	-0.1 	0.0 	0.3 	-0.4 	0.0 	0.5 	-0.1 	0.1 	-1.0 	0.5 	0.6 	0.1 	-0.4 	0.4 	0.0 	0.1 	-1.7 	1.5 	0.0 	-0.2 	0.1 	-0.2 	0.1 	-0.9 	0.9 	-0.6 	0.5 	-0.9 	0.4 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,DE	0.1 	-0.1 	-0.2 	0.5 	1.0 	0.2 	-0.6 	-0.6 	0.8 	-0.5 	0.6 	-0.3 	0.5 	0.2 	0.2 	-0.2 	-0.6 	0.2 	0.6 	-0.5 	0.2 	0.2 	-0.3 	-0.2 	0.2 	0.1 	-1.4 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,DK	0.3 p	-0.2 p	-0.2 p	0.3 p	-0.5 p	0.1 p	-0.3 p	0.3 p	0.0 p	-0.1 p	0.2 p	0.5 p	-0.1 p	0.0 p	0.0 p	0.4 p	-0.2 p	0.1 p	-0.2 p	0.5 p	0.0 p	-0.4 p	-0.1 p	0.2 p	-0.1 p	-0.1 p	0.0 p	0.3 p	-0.6 p	0.2 p	0.2 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,EL	-0.4 	0.3 	-0.1 	-0.2 	0.6 	-0.5 	0.1 	-2.4 	2.4 	0.2 	-0.8 	-0.6 	-0.3 	0.8 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,HU	0.0 p	0.1 p	0.1 p	0.0 p	0.1 p	0.0 p	0.1 p	0.4 p	0.0 p	0.0 p	-0.1 p	0.0 p	-0.1 p	0.0 p	0.1 p	0.1 p	0.1 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.1 p	0.1 p	0.0 p	0.0 p	-0.2 p	-0.2 p	-0.2 p	-0.2 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,IE	0.0 p	-0.4 	0.4 	-0.1 	0.0 	0.3 	0.0 	0.0 	0.0 	0.0 	-0.3 	-0.3 	0.5 	0.0 	0.0 	0.2 	0.0 	0.2 	0.0 	-0.2 	0.2 	0.0 	0.0 	0.0 	0.0 	-0.2 	0.0 	0.0 	0.1 	-0.3 	0.2 	0.2 	-0.2 	0.0 	0.0 	0.0 	-0.1 	0.1 	-0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,LU	-0.2 	0.1 	0.0 	0.0 	0.1 	-0.1 	0.0 	0.1 	-0.1 	0.2 	0.0 	0.1 	0.1 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,LV	-0.3 p	0.5 p	-0.1 p	0.4 p	-0.2 p	0.3 p	0.4 p	-0.2 p	-0.2 p	0.0 p	0.4 p	0.1 p	0.1 p	0.0 p	-0.5 p	0.2 p	0.3 p	0.1 p	-0.6 p	0.4 p	0.0 p	0.6 p	-0.8 p	0.8 p	-0.1 p	-0.4 p	-0.3 p	0.7 p	0.1 p	0.1 p	0.1 p	-0.4 p	-0.1 p	-0.3 p	-1.0 p	-0.2 p	-0.6 p	-0.8 p	-0.8 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,NO	0.2 	-0.5 	0.2 	0.5 	0.2 	0.1 	-0.2 	-0.1 	0.0 	-0.1 	0.3 	-0.6 	0.4 	0.0 	-0.2 	-0.3 	0.0 	0.0 	0.3 	0.0 	-0.2 	0.3 	0.0 	0.0 	-0.1 	0.0 	-0.5 	0.2 	0.3 	0.0 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,RO	0.2 p	-0.1 p	0.1 p	0.0 p	0.2 p	-0.1 p	0.0 p	0.0 p	0.0 p	0.0 p	-0.1 p	0.2 p	0.2 p	0.2 p	0.0 p	0.0 p	0.0 p	0.0 p	-0.1 p	0.1 p	0.0 p	0.0 p	0.0 p	-0.1 p	0.0 p	0.0 p	0.1 p	0.1 p	0.0 p	0.0 p	0.2 p	0.0 p	0.0 p	0.0 p	-0.1 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,SI	-0.4 u	0.3 u	-0.4 u	-0.1 u	0.6 u	0.3 u	0.1 	0.0 u	0.1 u	0.3 	0.3 	-0.8 b	0.3 e	0.2 e	0.2 e	0.2 e	0.2 e	0.1 e	0.1 e	0.2 	-0.2 	0.0 	-0.1 	-0.3 	0.0 	0.4 	0.0 	0.0 	0.1 	0.0 	0.2 	0.0 	-0.2 	0.2 	-0.1 	-0.1 	-0.4 	0.0 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,SK	0.0 	0.2 	0.1 	-0.2 	0.0 	0.3 	0.0 	0.3 	0.2 	0.0 	0.0 	0.1 	0.0 	-0.3 	0.2 	0.1 	0.1 	0.0 	-0.1 	0.1 	-0.1 	0.0 	-0.3 	0.4 	-0.5 	0.1 	0.0 	0.2 	0.2 	0.0 	0.1 	0.0 	-0.2 	0.0 	-0.6 	0.0 	0.0 	0.2 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,CH_Q_Q,UK	0.1 p	0.2 	-0.1 	0.1 	-0.2 	-0.3 	0.3 	0.0 	0.0 	-0.2 	-0.1 	0.3 	0.3 	0.1 	0.0 	0.0 	0.1 	0.1 	0.1 	-0.2 	0.0 	0.2 	0.0 	-0.1 	0.1 	-0.1 	0.0 	-0.2 	0.2 	0.0 	0.1 	0.1 	-0.1 	0.2 	-0.1 	-0.1 	-0.5 	-0.5 	-0.1 	0.3 	0.0 	0.1 	0.0 	-0.2 	0.6 	-0.3 	0.1 	0.1 	-0.2 	-0.2 	0.1 	0.0 	0.1 	-0.3 	-0.1 	0.1 	0.1 	0.0 	-0.2 	-0.2 	0.1 	-0.1 	0.6 	0.1 	-0.4 	0.1 	: 	: 
SA,H,TOTAL,JOBOCC,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,JOBOCC,BE	220130 	219059 	219199 	217496 	217315 	215039 	208970 	206827 	205337 	202768 	199391 	202087 	207955 	206340 	205921 	206207 	207408 	208684 	209622 	212154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,JOBOCC,CY	14751 	15017 	14382 	14340 	14725 	14163 	13995 	14697 	14791 	13713 	13538 	15715 	16397 	17435 	17241 	14918 	11245 	10771 	11660 	11577 	12188 	11542 	12161 	12178 	12469 	13496 	13738 	12271 	13551 	13799 	13115 	14571 	14922 	15239 	14781 	14128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,JOBOCC,DE	2083164 	2031104 	2115947 	2121099 	2088420 	2034423 	2138406 	1944433 	2019355 	2037639 	1978904 	1922958 	1983415 	1846628 	1862723 	1841619 	1843998 	1873940 	1753717 	1782525 	1817905 	1788886 	1812156 	1721634 	1872926 	1766946 	1654464 	1629960 	1697636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SA,H,TOTAL,JOBOCC,DK	136134 p	136600 p	137830 p	133836 p	133831 p	136479 p	133724 p	127742 p	129658 p	134233 p	132821 p	120656 p	121280 p	121808 p	118776 p	118616 p	122754 p	123880 p	121743 p	119932 p	122931 p	126921 p	118958 p	119336 p	126082 p	119486 p	133787 p	145704 p	148539 p	141683 p	129724 p	121960 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
