s_adj,nace_r2,sizeclas,indic_em,geo\time	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 
NSA,D,TOTAL,JOBRATE,EE	1.7 	1.3 	1.1 	1.2 	1.4 	0.9 	1.5 	0.9 	0.8 	0.8 	0.8 	0.8 	1.2 	1.6 	1.6 	1.4 	1.1 	0.9 	1.5 	1.1 	1.6 	2.0 	2.9 	2.6 	2.0 	1.4 	1.4 	1.2 	1.4 	1.5 	1.3 	0.7 	0.7 	0.6 	0.5 	1.2 	1.7 	2.0 	2.7 	2.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,EL	0.1 	0.1 	0.0 	0.6 	0.1 	0.1 	0.1 	0.6 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.1 	0.0 	0.0 	: 	: 	0.0 	0.0 	0.1 	0.9 	0.0 	0.0 	0.2 	0.2 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,ES	0.7 p	0.6 	1.1 	0.8 	0.9 	1.2 	0.6 	0.8 	0.5 	0.4 	0.3 	0.4 	0.6 	1.5 	0.4 	0.4 	0.9 	1.0 	0.3 	0.2 b	0.1 	0.3 	0.1 	0.0 	0.2 	0.1 	0.1 	0.2 	0.1 	0.1 	0.3 	0.3 	0.2 	0.3 	0.2 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,EU	1.0 e	1.0 e	1.0 e	1.0 e	1.0 e	1.0 e	1.1 e	1.1 e	0.9 e	0.9 e	1.0 e	0.9 e	0.9 e	0.9 e	0.8 e	0.9 e	1.0 e	0.8 e	0.8 e	0.8 e	0.7 e	0.8 e	0.8 e	0.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,EU27	1.1 e	1.0 e	1.0 e	1.0 e	1.0 e	1.0 e	1.1 e	1.1 e	0.9 e	0.9 e	1.0 e	0.9 e	0.8 e	0.9 e	0.8 e	0.9 e	1.0 e	0.8 e	0.8 e	0.8 e	0.7 e	0.8 e	0.8 e	0.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,EU28	1.0 e	1.0 e	1.0 e	1.0 e	1.0 e	1.0 e	1.1 e	1.1 e	0.9 e	0.9 e	1.0 e	0.9 e	0.9 e	0.9 e	0.8 e	0.9 e	1.0 e	0.8 e	0.8 e	0.8 e	0.7 e	0.8 e	0.8 e	0.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,FI	1.9 	0.1 	0.1 	3.7 	0.7 	0.0 	1.1 	9.4 	0.4 	0.1 	2.1 	0.0 	0.0 	0.4 	0.1 	0.0 	0.3 	0.0 	0.0 	1.1 b	0.6 	0.5 	0.7 	6.2 	2.6 	0.0 	1.7 	4.8 	1.0 	1.0 	1.2 	4.9 	0.4 	0.0 	1.9 	4.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,HR	0.1 b	0.4 b	0.3 b	0.1 b	0.3 b	0.2 b	0.3 b	0.4 b	0.2 	0.5 	0.2 	0.1 	0.9 	0.9 	0.9 	1.1 	0.5 	0.1 	0.3 	0.1 	0.1 	0.1 	0.1 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,HU	1.2 p	1.3 p	0.8 p	1.1 p	0.7 	0.7 	0.8 	0.8 	0.7 	0.9 	1.1 	1.0 	0.4 	0.6 	0.5 	0.6 	0.4 	0.5 	0.4 	0.5 	0.6 	0.5 	0.6 	0.5 	0.5 	0.4 	0.7 	1.0 	1.3 	0.6 	0.9 	1.1 	0.9 	0.5 	1.2 	0.8 	0.9 	0.7 	0.7 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,IE	0.6 p	0.6 	1.2 	0.6 	0.0 	0.6 	0.6 	0.6 	0.0 	0.0 	0.6 	0.6 	0.6 	0.6 	0.6 	0.0 	0.7 	0.7 	0.6 	0.0 	0.0 	0.0 	0.7 	0.7 	0.7 	0.7 	0.7 	0.0 	0.7 	0.6 	0.7 	0.6 	0.6 	0.0 	0.6 	0.7 	0.7 	1.3 	0.7 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,LT	1.7 	2.0 	1.6 	0.9 	0.8 	0.8 	0.9 	1.0 	0.6 	1.0 	0.8 	0.8 	0.9 	0.9 	1.0 	0.8 	0.8 	1.5 	1.2 	0.9 	0.9 	1.5 	1.0 	0.8 	0.7 	0.7 	0.6 	0.5 	0.4 	0.9 	0.6 	0.5 	0.4 	0.6 	0.3 	0.5 	1.0 	1.3 	1.2 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,LU	0.7 	0.6 	1.0 	1.5 	0.9 	1.5 	1.3 	0.7 	0.7 	0.5 	0.8 	0.7 	0.7 	0.9 	1.5 	1.0 	0.4 	0.5 	0.3 	0.5 	0.3 	0.2 	0.4 	0.9 	0.1 	0.4 	2.6 	0.4 	1.3 	1.2 	0.3 	0.4 	0.4 	0.2 	0.1 	0.3 	0.2 	0.2 	0.3 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,LV	2.5 	1.9 	1.5 	1.5 	1.1 	1.1 	1.1 	1.0 	1.2 	1.7 	1.8 	1.0 	1.3 	1.8 	1.2 	1.4 	1.4 	1.1 	1.2 	1.0 	1.5 	1.7 	1.1 	1.5 	0.8 	0.9 	0.7 	0.9 	1.9 	1.3 	0.9 	0.8 	1.1 	0.8 	1.3 	1.0 	0.8 	1.1 	1.1 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,MK	0.2 	0.1 	0.1 	0.1 	0.1 	0.3 	0.1 	0.1 	0.2 	0.3 	0.1 	0.3 	0.2 	0.1 	0.1 	0.3 	0.1 	0.1 	0.1 	0.3 	2.6 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,NL	2.3 p	2.2 p	2.4 p	2.7 p	3.4 p	3.2 p	2.7 p	2.8 p	3.0 p	1.8 p	2.4 p	2.4 p	1.8 	2.6 	2.1 	1.0 	1.2 	2.0 	2.1 	1.8 	1.2 	1.9 	2.0 	1.7 	2.4 	2.3 	2.5 	2.9 	3.5 	2.7 	2.8 	2.9 	2.4 	2.4 	2.5 	2.3 	2.8 	3.5 	3.2 	2.9 	3.5 	3.5 	3.1 	2.4 	2.4 	2.4 	2.5 	2.4 	1.6 	1.2 	1.6 	1.2 	1.6 	0.8 	1.2 	1.2 	1.2 	1.2 	0.8 	1.2 	0.8 	1.1 	1.5 	1.5 	2.0 	1.6 	1.5 	2.3 
NSA,D,TOTAL,JOBRATE,NO	0.8 	1.0 	1.0 	1.1 	0.6 	0.6 	0.8 	0.8 	0.9 	0.7 	0.9 	1.1 	1.2 	1.0 	1.3 	1.1 	1.5 	1.3 	1.9 	1.6 	1.7 	1.7 	1.5 	2.2 	1.5 	1.8 	2.4 	1.9 	1.1 	1.1 	2.4 	2.4 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,PL	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.4 	0.3 	0.2 	0.2 	0.1 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.2 	0.3 	0.2 	0.1 	0.1 	0.2 	0.2 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.2 	0.2 	0.9 	0.4 	0.6 	0.1 	0.0 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,RO	0.7 	0.7 	0.6 	0.6 	0.5 	0.6 	0.5 	0.4 	0.3 	0.2 	0.2 	0.1 	0.1 	0.3 	0.1 	0.1 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.1 	0.1 	0.2 	0.2 	0.3 	0.2 	0.4 	0.4 	0.4 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,SE	2.9 	3.1 	2.2 	3.0 	2.8 	2.4 	3.1 	2.3 	2.0 	2.4 	3.0 	2.6 	2.2 	1.6 	2.1 	2.2 	2.4 	2.3 	1.8 	1.8 	1.3 	1.3 	1.6 	1.7 	1.6 	1.2 	1.2 	1.7 	1.4 	1.1 	1.6 	0.8 	0.8 	0.7 	1.7 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,SI	0.7 u	0.5 	0.3 	0.5 u	0.4 u	0.3 	0.1 u	1.6 	: c	0.4 	: c	0.4 b	0.7 e	0.4 e	0.4 e	0.4 e	0.3 e	0.3 e	0.3 e	0.2 	0.2 	0.3 	0.2 	0.2 	0.8 	0.2 	0.2 	0.2 	0.2 	0.3 	0.2 	0.3 	0.1 	0.2 	0.2 	0.2 	0.1 	0.3 	0.2 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,SK	2.8 	3.1 	3.4 	3.1 	3.0 	2.7 	2.8 	3.1 	2.7 	3.2 	3.6 	3.8 	3.1 	3.7 	3.9 	3.7 	3.5 	3.4 	2.8 	3.0 	2.0 	1.6 	2.0 	2.5 	1.8 	1.9 	2.3 	1.5 	1.8 	1.9 	1.9 	1.5 	2.0 	2.9 	2.4 	2.6 	2.2 	2.2 	2.1 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBRATE,UK	2.9 p	2.9 	2.9 	2.9 	2.9 	3.0 	3.0 	3.0 	3.0 	3.1 	3.1 	3.2 	3.3 	3.4 	3.7 	3.4 	3.4 	3.4 	3.4 	2.5 	2.5 	2.4 	2.5 	2.6 	2.5 	2.5 	2.6 	2.4 	2.6 	2.5 	2.4 	2.4 	2.7 	2.6 	1.9 	3.0 	2.2 	3.6 	3.6 	3.6 	3.5 	2.3 	2.4 	2.4 	2.4 	2.5 	2.6 	2.7 	2.7 	2.7 	2.7 	2.7 	2.6 	2.5 	1.2 	1.2 	2.2 	2.2 	2.2 	2.2 	1.1 	2.1 	2.1 	2.0 	2.0 	2.9 	2.0 	: 
NSA,D,TOTAL,JOBVAC,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,BE	493 	312 	412 	401 	378 	375 	321 	306 	244 	285 	285 	422 	188 	203 	180 	199 	161 	316 	332 	322 b	297 	406 	573 	828 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,BG	259 p	300 p	285 p	365 p	282 p	306 p	328 p	538 p	361 p	236 p	226 p	299 p	247 	193 	185 	168 	48 	146 	169 	271 	372 	329 	383 	376 	299 	343 	210 	320 	397 	440 	432 	380 	441 	345 	373 	395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,CH	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,CY	1 	14 	24 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	3 	2 	15 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,CZ	363 	361 	368 	264 	249 	306 	276 	235 	211 	210 	207 	162 	172 	143 	146 	130 	76 	39 	33 	33 	51 	55 	61 	53 	61 	68 	61 	50 	42 	52 	49 	50 	46 	54 	46 	78 	556 	912 	946 	229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,DE	2014 	1840 	1345 	1695 	1719 	1786 	2211 	2003 	1816 	1996 	1845 	1715 	1740 	1623 	1455 	1799 	2768 	1891 	1521 	2435 	2015 	3129 	2027 	1734 	2309 	3310 	1947 	1951 	2430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,DK	182 p	217 p	225 p	204 p	216 p	222 p	208 p	231 p	172 p	128 p	88 	123 	109 	137 	159 	181 	211 	168 	121 	102 	80 	140 	95 	119 	100 	108 	116 	107 	83 	109 	63 	76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EA	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EA19	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	106 	127 	171 	166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EL	20 	18 	12 	140 	12 	17 	13 	137 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	0 	19 	2 	5 	: 	: 	6 	2 	13 	178 	1 	8 	37 	35 	16 	51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,ES	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EU27	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,EU28	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,HR	16 b	60 b	46 b	20 b	38 b	24 b	37 b	50 b	25 	64 	24 	8 	: c	: c	: c	: c	: c	: c	41 	19 	13 	9 	9 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,HU	295 p	317 p	186 p	259 p	178 	178 	188 	194 	161 	220 	266 	230 	95 	143 	130 	137 	102 	106 	105 	129 	137 	117 	147 	125 	110 	91 	186 	265 	325 	147 	217 	267 	216 	139 	311 	217 	242 	198 	183 	345 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,LT	207 	240 	197 	118 	103 	99 	110 	128 	78 	129 	101 	104 	110 	112 	122 	106 	104 	187 	150 	110 	113 	186 	133 	101 	86 	95 	77 	65 	62 	137 	92 	89 	66 	99 	58 	80 	178 	231 	221 	239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,LU	11 	9 	15 	24 	14 	23 	19 	11 	11 	7 	12 	10 	10 	13 	21 	13 	5 	7 	4 	6 	4 	2 	5 	11 	1 	5 	31 	5 	15 	14 	3 	4 	4 	2 	1 	3 	2 	2 	3 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,LV	346 	244 	203 	206 	154 	148 	137 	133 	158 	223 	234 	137 	187 	238 	155 	191 	198 	140 	165 	138 	216 	223 	137 	216 	115 	112 	94 	122 	256 	169 	119 	104 	155 	104 	176 	154 	117 	158 	169 	224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,MK	9 	8 	11 	5 	12 	21 	8 	11 	13 	20 	9 	21 	13 	5 	8 	25 	10 	5 	5 	24 	218 	5 	8 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,NL	583 	543 	607 	679 	862 	809 	680 	658 	753 p	415 p	550 p	577 p	429 	618 	500 	300 	300 	500 	600 	500 	300 	500 	600 	500 	600 	600 	700 	800 	900 	700 	800 	800 	600 	600 	700 	600 	700 	900 	900 	800 	900 	900 	800 	600 	600 	600 	600 	600 	400 	300 	400 	300 	400 	200 	300 	300 	300 	300 	200 	300 	200 	300 	400 	400 	500 	400 	400 	600 
NSA,D,TOTAL,JOBVAC,NO	132 	171 	158 	178 	99 	104 	130 	129 	147 	111 	140 	170 	196 	160 	199 	172 	241 	201 	288 	246 	258 	263 	234 	338 	231 	274 	360 	287 	159 	168 	354 	346 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
