unit,facility,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,HBEDT_OTH,EL	: 	0.00 b	7838.00 	7651.00 	8451.00 	8432.00 	8700.00 	8975.00 	9235.00 	9644.00 	9736.00 	9627.00 	9902.00 	9693.00 	10158.00 	10218.00 	10626.00 	10552.00 	11323.00 	11236.00 	11205.00 	11530.00 	10654.00 	11489.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	23639.00 	24165.00 	24390.00 	25050.00 	26400.00 	27532.00 	29634.00 	30100.00 	31321.00 	33059.00 	35342.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,FI	: 	157.00 	149.00 	135.00 	138.00 	136.00 	109.00 	82.00 	72.00 	66.00 	67.00 	64.00 	88.00 	125.00 	123.00 	142.00 	135.00 b	7228.00 	7050.00 	6405.00 	5539.00 	4994.00 	4831.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,HR	: 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,HU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	204.00 	217.00 	265.00 	265.00 	264.00 	267.00 	269.00 	268.00 	397.00 	417.00 	431.00 	434.00 b	543.00 	547.00 	580.00 	582.00 	586.00 	472.00 	490.00 	509.00 	454.00 	754.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LU	237.00 	237.00 	237.00 	237.00 b	458.00 	454.00 	446.00 	446.00 	432.00 	432.00 	432.00 	452.00 	501.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LV	: 	2496.00 	2513.00 	2524.00 	2615.00 	2657.00 	2675.00 	3028.00 	3506.00 	3510.00 	3531.00 	3567.00 	3632.00 	3631.00 	3701.00 	4013.00 	4407.00 b	5004.00 	5728.00 	5611.00 	5918.00 	5436.00 	5568.00 	5805.00 	5894.00 	6359.00 	6934.00 	7055.00 	5480.00 	5470.00 	5470.00 	5305.00 	: 	: 	: 	: 	5165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,MK	: 	842.00 	828.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,MT	0.00 	0.00 	0.00 	330.00 	328.00 	212.00 	153.00 	227.00 	172.00 	172.00 	87.00 	86.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,NL	: 	: 	: 	0.00 	0.00 b	: 	: 	26340.00 	26300.00 	25670.00 	26080.00 b	25985.00 	25369.00 	25684.00 	25853.00 	27911.00 b	28232.00 	29590.00 	29572.00 	30307.00 	30410.00 	30279.00 b	30635.00 b	30913.00 	30943.00 	31177.00 	31263.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,NO	: 	2086.00 	2118.00 	2075.00 	2123.00 	2030.00 	2408.00 	2540.00 	2445.00 	2392.00 	2435.00 	2698.00 	2868.00 	2933.00 	2750.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,PL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	60089.00 	56809.00 b	29509.00 	29266.00 	29302.00 	29827.00 	26553.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,PT	: 	819.00 e	257.00 	355.00 	273.00 	220.00 	415.00 	305.00 	305.00 	341.00 	229.00 	291.00 	161.00 	173.00 	178.00 	186.00 	96.00 	136.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,RO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	16572.00 	16574.00 	16694.00 	16317.00 	16467.00 	16567.00 	18094.00 	18322.00 	18299.00 	19973.00 	19920.00 	20120.00 	20044.00 	20068.00 	20200.00 	20418.00 	20538.00 	21961.00 	22131.00 	22083.00 	22144.00 	22194.00 	22418.00 	22412.00 	: 	: 	: 	: 	22304.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,RS	: 	21.00 	21.00 	21.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SE	: 	96.00 	91.00 	90.00 	93.00 b	89.00 	90.00 	93.00 	131.00 	133.00 	118.00 	114.00 	127.00 	255.00 	265.00 	273.00 b	1045.00 	982.00 	984.00 	1077.00 	1191.00 	1558.00 	1285.00 	1776.00 	1595.00 b	10158.00 	10583.00 	10081.00 	9888.00 	10149.00 	10596.00 	10793.00 	11343.00 	11168.00 	11527.00 	15583.00 	11757.00 	12235.00 	13232.00 	11420.00 	11865.00 	13015.00 	13188.00 	13984.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SI	: 	116.00 d	116.00 	116.00 	118.00 	137.00 	142.00 	142.00 	142.00 	147.00 	147.00 	147.00 	147.00 	147.00 	147.00 	152.00 	152.00 b	352.00 	352.00 	360.00 	360.00 	360.00 	365.00 	365.00 	365.00 	365.00 	369.00 	369.00 	369.00 	369.00 	369.00 	369.00 	: 	: 	: 	: 	369.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,AT	: 	10783.00 	10645.00 	10724.00 	10218.00 	9371.00 	9057.00 	8646.00 	8360.00 	7963.00 	7563.00 	7432.00 	7194.00 	6429.00 	6078.00 	5873.00 	5778.00 	5834.00 	5732.00 	5747.00 	5798.00 	5536.00 	5289.00 	5373.00 	5336.00 	5268.00 	5275.00 	5472.00 	5213.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,BG	: 	6196.00 	6088.00 	5349.00 	5178.00 	5023.00 	5176.00 	5392.00 	5248.00 	5020.00 	4779.00 	4754.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CH	: 	7139.00 	6741.00 	6934.00 	7087.00 	7287.00 	6821.00 b	6489.00 	6601.00 	6623.00 	6373.00 	6197.00 	6176.00 	6590.00 	6621.00 	6670.00 	7042.00 	6929.00 	7230.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CZ	: 	4746.00 	4564.00 	4498.00 	4257.00 	4107.00 	4034.00 	3886.00 	3682.00 	3482.00 	3524.00 	3539.00 	3245.00 	3084.00 	2788.00 	2677.00 	2556.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,DE	: 	165013.00 	165657.00 	166889.00 	168968.00 	170544.00 	171724.00 	171489.00 	171060.00 	170845.00 	172717.00 	174479.00 	176473.00 	179789.00 	184635.00 	189253.00 	189822.00 	189597.00 	190967.00 	188869.00 	189888.00 	181633.00 	172675.00 	155631.00 	149910.00 	144172.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,DK	168.00 	172.00 	165.00 	141.00 e	140.00 	140.00 	162.00 	167.00 	224.00 	377.00 	316.00 	252.00 	186.00 	155.00 	141.00 	152.00 	178.00 	80.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,EE	: 	349.00 	339.00 	342.00 	314.00 	314.00 	297.00 	300.00 	339.00 	333.00 	329.00 	323.00 	384.00 	357.00 	381.00 	348.00 	302.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,EL	: 	376.00 b	232.00 	235.00 	264.00 	479.00 	464.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,ES	: 	1796.00 	1740.00 	1717.00 	1682.00 	1774.00 	1691.00 	1830.00 	1808.00 	1766.00 	1675.00 	1728.00 	1748.00 	1747.00 	1712.00 	1843.00 	1783.00 	1856.00 	1946.00 	1929.00 	1900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,FI	: 	413.00 	273.00 	442.00 	504.00 	578.00 	586.00 	611.00 	704.00 	646.00 	714.00 	682.00 	561.00 	493.00 	472.00 	412.00 	396.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,FR	: 	105593.00 	104820.00 	103434.00 	102635.00 	101226.00 	100506.00 	99227.00 	98152.00 	96451.00 	94621.00 	92028.00 	92489.00 	92432.00 	92057.00 	90639.00 	90226.00 	92090.00 	92265.00 	92625.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,HR	: 	4257.00 	4362.00 	4409.00 	4434.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,HU	: 	9133.00 	9015.00 	9420.00 	9465.00 	10020.00 	9977.00 	9921.00 	9732.00 	9707.00 b	6902.00 	6600.00 	6627.00 	6480.00 	6430.00 	6299.00 	6504.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IE	: 	159.00 	161.00 	140.00 	132.00 	129.00 	129.00 	126.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IS	61.00 	63.00 	59.00 	62.00 	62.00 	63.00 	63.00 	64.00 	85.00 	78.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IT	: 	24836.00 	24560.00 	24506.00 	24234.00 	24586.00 	25043.00 	24993.00 	24540.00 	24781.00 	23639.00 	22661.00 	20792.00 	20096.00 	20398.00 	18919.00 	17814.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LT	: 	1642.00 	1700.00 	1635.00 	1717.00 	1694.00 	1390.00 	1332.00 	1302.00 	1322.00 	1314.00 	1350.00 	1415.00 	1330.00 	1104.00 	740.00 b	1082.00 	1199.00 	1092.00 b	220.00 	183.00 	188.00 	140.00 	130.00 	130.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LU	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	127.00 	127.00 	127.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LV	: 	793.00 	809.00 	807.00 	763.00 	705.00 	462.00 	726.00 	871.00 	868.00 	805.00 	755.00 	699.00 	746.00 	500.00 	540.00 	597.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,MK	: 	345.00 	345.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,MT	437.00 	436.00 	436.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,NL	: 	: 	: 	2022.00 	2001.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,PL	: 	64907.00 	63020.00 	62573.00 	62301.00 b	61757.00 	59993.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,PT	: 	588.00 e	444.00 	444.00 	417.00 	519.00 	444.00 	428.00 	372.00 	462.00 	449.00 	459.00 	450.00 	417.00 	395.00 	423.00 	388.00 	396.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,RO	: 	12035.00 	11941.00 	11555.00 	10596.00 	10162.00 	8766.00 	9114.00 	8468.00 	7928.00 	8055.00 	8423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,RS	: 	6116.00 d	6202.00 d	6252.00 d	6092.00 d	6069.00 d	6164.00 d	6047.00 d	6189.00 d	6136.00 d	6467.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,SI	: 	200.00 d	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,SK	: 	800.00 	800.00 	786.00 	845.00 	835.00 	867.00 	916.00 	796.00 	1050.00 	932.00 	919.00 	989.00 	1068.00 	1071.00 	954.00 	865.00 	848.00 	878.00 	872.00 	797.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,TR	: 	2038.00 	1949.00 	2078.00 	2009.00 	1773.00 	1736.00 	1660.00 	1660.00 	1704.00 	1642.00 	1635.00 	1616.00 	1675.00 	1834.00 	1407.00 	1340.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.00 	25.23 	25.30 	25.42 	25.55 	29.42 	29.61 	29.89 	29.07 	27.05 	28.09 	29.57 	29.92 	30.82 	31.97 	40.96 	40.28 	38.77 	37.21 	40.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,AT	: 	61.32 	61.62 	62.26 	62.29 	62.60 	62.89 	61.52 	61.71 	64.48 	60.55 	59.71 	58.82 	56.96 	56.45 	56.95 	58.90 	53.10 	56.78 	59.63 	62.92 	68.87 	73.71 	77.26 	79.55 	84.90 	86.83 	88.75 	91.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,BE	: 	173.80 	173.81 	173.90 	174.28 	174.85 	176.71 	178.52 	179.61 	180.11 	182.59 b	250.04 	247.96 	247.55 	248.45 	252.21 	259.16 	259.11 	259.36 	259.08 	257.56 	195.18 	199.48 	206.03 	207.28 	199.44 	190.67 	208.50 	212.29 	214.89 	214.87 	221.84 	: 	: 	: 	: 	245.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	275.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,BG	: 	68.67 	66.76 	65.96 	63.85 	62.79 	65.47 	68.28 	67.16 	67.08 	66.89 	67.77 b	64.53 	64.19 	65.44 	69.96 	63.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
